index,case_id,timeStamp,userID,targetApp,eventType,url,content,target.workbookName,target.sheetName,target.id,target.className,target.tagName,target.type,target.name,target.value,target.innerText,target.checked,target.href,target.option,target.title,target.innerHTML,eventType_concrete
97,14,2019-10-21 00:28:37.049,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_Region,VIC,,,,,,,editField
97,14,2019-10-21 00:28:37.856,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"151 Beach St, Port Melbourne, VIC 3207, Australia",,,,,INPUT,text,Address_ZipCode,,,,,,,,paste
97,14,2019-10-21 00:28:43.113,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_ZipCode,3207,,,,,,,editField
97,14,2019-10-21 00:28:47.056,vleno,Chrome,clickCheckbox,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,DecisionBox,,INPUT,checkbox,DecisionBox,on,,True,,,,,clickCheckbox
97,14,2019-10-21 00:28:47.057,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,DecisionBox,,INPUT,checkbox,DecisionBox,on,,True,,,,,editField
97,14,2019-10-21 00:28:47.783,vleno,Chrome,clickButton[submit],https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,fmSmtButton submitColor disabledSubmitButtom,BUTTON,submit,,submit,Submit,,,,,\n<em>Submit</em>\n,clickButton[submit]
97,15,2019-10-21 00:28:50.690,vleno,Chrome,clickLink,https://forms.zoho.com/universityofmelbourne/form/NewRecord/thankyou,,,,,,A,,,,Add another response.,,/universityofmelbourne/form/NewRecord,,," \n<em class=""liveAddIcon flLeft""></em>\n<b>Add another response.</b>\n<div class=""clearBoth""></div>",clickLink
98,15,2019-10-21 00:28:54.330,vleno,Excel,copyCell,,Jorge,StudentRecords.xlsx,Sheet1,A16,,,,,Jorge,,,,,,,copyCell
98,15,2019-10-21 00:28:55.921,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,Jorge,,,,,INPUT,text,SingleLine,,,,,,,,paste
98,15,2019-10-21 00:28:56.241,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,SingleLine,Jorge,,,,,,,editField
99,15,2019-10-21 00:28:58.419,vleno,Excel,copyCell,,Canales,StudentRecords.xlsx,Sheet1,B16,,,,,Canales,,,,,,,copyCell
99,15,2019-10-21 00:29:00.014,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,Canales,,,,,INPUT,text,SingleLine,Jorge ,,,,,,,paste
99,15,2019-10-21 00:29:00.233,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,SingleLine,Jorge Canales,,,,,,,editField
100,15,2019-10-21 00:29:02.572,vleno,Excel,copyCell,,07/09/1997,StudentRecords.xlsx,Sheet1,C16,,,,,07/09/1997,,,,,,,copyCell
100,15,2019-10-21 00:29:04.505,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,07/09/1997,,,Date-date,hasDatepicker,INPUT,text,date,,,,,,,,paste
100,15,2019-10-21 00:29:07.670,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,Date-date,hasDatepicker,INPUT,text,date,07-09-1997,,,,,,,editField
101,15,2019-10-21 00:29:10.046,vleno,Excel,copyCell,,+61 778 961 4150,StudentRecords.xlsx,Sheet1,D16,,,,,+61 778 961 4150,,,,,,,copyCell
101,15,2019-10-21 00:29:12.153,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,+61 778 961 4150,,,PhoneNumber,,INPUT,text,countrycode,,,,,,,,paste
101,15,2019-10-21 00:29:20.825,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,PhoneNumber,,INPUT,text,countrycode,778-961-4150,,,,,,,editField
102,15,2019-10-21 00:29:23.163,vleno,Excel,copyCell,,jcanales@gmail.com,StudentRecords.xlsx,Sheet1,E16,,,,,jcanales@gmail.com,,,,,,,copyCell
102,15,2019-10-21 00:29:25.041,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,jcanales@gmail.com,,,,,INPUT,text,Email,,,,,,,,paste
102,15,2019-10-21 00:29:25.281,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Email,jcanales@gmail.com,,,,,,,editField
103,15,2019-10-21 00:29:27.390,vleno,Excel,copyCell,,Spain,StudentRecords.xlsx,Sheet1,F16,,,,,Spain,,,,,,,copyCell
103,15,2019-10-21 00:29:28.885,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,Spain,,,,,INPUT,text,SingleLine1,,,,,,,,paste
103,15,2019-10-21 00:29:29.121,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,SingleLine1,Spain,,,,,,,editField
104,15,2019-10-21 00:29:32.561,vleno,Excel,copyCell,,"72 Moubray St, South Melbourne, VIC 3205, Australia",StudentRecords.xlsx,Sheet1,G16,,,,,"72 Moubray St, South Melbourne, VIC 3205, Australia",,,,,,,copyCell
104,15,2019-10-21 00:29:34.481,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"72 Moubray St, South Melbourne, VIC 3205, Australia",,,,,INPUT,text,Address_AddressLine1,,,,,,,,paste
104,15,2019-10-21 00:29:38.065,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_AddressLine1,72 Moubray St,,,,,,,editField
104,15,2019-10-21 00:29:38.360,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"72 Moubray St, South Melbourne, VIC 3205, Australia",,,,,INPUT,text,Address_City,,,,,,,,paste
104,15,2019-10-21 00:29:43.593,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_City,South Melbourne,,,,,,,editField
104,15,2019-10-21 00:29:44.353,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"72 Moubray St, South Melbourne, VIC 3205, Australia",,,,,INPUT,text,Address_Region,,,,,,,,paste
104,15,2019-10-21 00:29:49.481,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_Region,VIC,,,,,,,editField
104,15,2019-10-21 00:29:50.424,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"72 Moubray St, South Melbourne, VIC 3205, Australia",,,,,INPUT,text,Address_ZipCode,,,,,,,,paste
104,15,2019-10-21 00:29:58.129,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_ZipCode,3205,,,,,,,editField
104,15,2019-10-21 00:30:02.184,vleno,Chrome,clickCheckbox,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,DecisionBox,,INPUT,checkbox,DecisionBox,on,,True,,,,,clickCheckbox
104,15,2019-10-21 00:30:02.186,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,DecisionBox,,INPUT,checkbox,DecisionBox,on,,True,,,,,editField
104,15,2019-10-21 00:30:02.803,vleno,Chrome,clickButton[submit],https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,fmSmtButton submitColor disabledSubmitButtom,BUTTON,submit,,submit,Submit,,,,,\n<em>Submit</em>\n,clickButton[submit]
104,16,2019-10-21 00:30:05.889,vleno,Chrome,clickLink,https://forms.zoho.com/universityofmelbourne/form/NewRecord/thankyou,,,,,,A,,,,Add another response.,,/universityofmelbourne/form/NewRecord,,," \n<em class=""liveAddIcon flLeft""></em>\n<b>Add another response.</b>\n<div class=""clearBoth""></div>",clickLink
105,16,2019-10-21 00:30:09.568,vleno,Excel,copyCell,,Sander,StudentRecords.xlsx,Sheet1,A17,,,,,Sander,,,,,,,copyCell
105,16,2019-10-21 00:30:11.369,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,Sander,,,,,INPUT,text,SingleLine,,,,,,,,paste
105,16,2019-10-21 00:30:11.689,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,SingleLine,Sander,,,,,,,editField
106,16,2019-10-21 00:30:14.156,vleno,Excel,copyCell,,Van der Berg,StudentRecords.xlsx,Sheet1,B17,,,,,Van der Berg,,,,,,,copyCell
106,16,2019-10-21 00:30:15.849,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,Van der Berg,,,,,INPUT,text,SingleLine,Sander ,,,,,,,paste
106,16,2019-10-21 00:30:16.121,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,SingleLine,Sander Van der Berg,,,,,,,editField
107,16,2019-10-21 00:30:20.068,vleno,Excel,copyCell,,31/01/1998,StudentRecords.xlsx,Sheet1,C17,,,,,31/01/1998,,,,,,,copyCell
107,16,2019-10-21 00:30:21.521,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,31/01/1998,,,Date-date,hasDatepicker,INPUT,text,date,,,,,,,,paste
107,16,2019-10-21 00:30:24.795,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,Date-date,hasDatepicker,INPUT,text,date,31-01-1998,,,,,,,editField
108,16,2019-10-21 00:30:27.219,vleno,Excel,copyCell,,+61 036 270 0025,StudentRecords.xlsx,Sheet1,D17,,,,,+61 036 270 0025,,,,,,,copyCell
108,16,2019-10-21 00:30:29.928,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,+61 036 270 0025,,,PhoneNumber,,INPUT,text,countrycode,,,,,,,,paste
108,16,2019-10-21 00:30:34.729,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,PhoneNumber,,INPUT,text,countrycode,036-270-0025,,,,,,,editField
109,16,2019-10-21 00:30:36.815,vleno,Excel,copyCell,,ttaylor@gmail.com,StudentRecords.xlsx,Sheet1,E17,,,,,ttaylor@gmail.com,,,,,,,copyCell
109,16,2019-10-21 00:30:39.401,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,ttaylor@gmail.com,,,,,INPUT,text,Email,,,,,,,,paste
109,16,2019-10-21 00:30:39.681,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Email,ttaylor@gmail.com,,,,,,,editField
110,16,2019-10-21 00:30:41.461,vleno,Excel,copyCell,,Netherlands,StudentRecords.xlsx,Sheet1,F17,,,,,Netherlands,,,,,,,copyCell
110,16,2019-10-21 00:30:42.833,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,Netherlands,,,,,INPUT,text,SingleLine1,,,,,,,,paste
110,16,2019-10-21 00:30:43.113,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,SingleLine1,Netherlands,,,,,,,editField
111,16,2019-10-21 00:30:44.904,vleno,Excel,copyCell,,"7 Orion Mews, Port Melbourne, VIC 3207, Australia",StudentRecords.xlsx,Sheet1,G17,,,,,"7 Orion Mews, Port Melbourne, VIC 3207, Australia",,,,,,,copyCell
111,16,2019-10-21 00:30:46.441,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"7 Orion Mews, Port Melbourne, VIC 3207, Australia",,,,,INPUT,text,Address_AddressLine1,,,,,,,,paste
111,16,2019-10-21 00:30:49.649,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_AddressLine1,7 Orion Mews,,,,,,,editField
111,16,2019-10-21 00:30:49.952,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"7 Orion Mews, Port Melbourne, VIC 3207, Australia",,,,,INPUT,text,Address_City,,,,,,,,paste
111,16,2019-10-21 00:30:55.057,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_City,Port Melbourne,,,,,,,editField
111,16,2019-10-21 00:30:55.938,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"7 Orion Mews, Port Melbourne, VIC 3207, Australia",,,,,INPUT,text,Address_Region,,,,,,,,paste
111,16,2019-10-21 00:31:01.825,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_Region,VIC,,,,,,,editField
111,16,2019-10-21 00:31:02.648,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"7 Orion Mews, Port Melbourne, VIC 3207, Australia",,,,,INPUT,text,Address_ZipCode,,,,,,,,paste
111,16,2019-10-21 00:31:07.953,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_ZipCode,3207,,,,,,,editField
111,16,2019-10-21 00:31:11.912,vleno,Chrome,clickCheckbox,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,DecisionBox,,INPUT,checkbox,DecisionBox,on,,True,,,,,clickCheckbox
111,16,2019-10-21 00:31:11.914,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,DecisionBox,,INPUT,checkbox,DecisionBox,on,,True,,,,,editField
111,16,2019-10-21 00:31:12.608,vleno,Chrome,clickButton[submit],https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,fmSmtButton submitColor disabledSubmitButtom,BUTTON,submit,,submit,Submit,,,,,\n<em>Submit</em>\n,clickButton[submit]
111,17,2019-10-21 00:31:17.060,vleno,Chrome,clickLink,https://forms.zoho.com/universityofmelbourne/form/NewRecord/thankyou,,,,,,A,,,,Add another response.,,/universityofmelbourne/form/NewRecord,,," \n<em class=""liveAddIcon flLeft""></em>\n<b>Add another response.</b>\n<div class=""clearBoth""></div>",clickLink
112,17,2019-10-21 00:31:22.076,vleno,Excel,copyCell,,Jack,StudentRecords.xlsx,Sheet1,A18,,,,,Jack,,,,,,,copyCell
112,17,2019-10-21 00:31:23.881,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,Jack,,,,,INPUT,text,SingleLine,,,,,,,,paste
112,17,2019-10-21 00:31:24.721,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,SingleLine,Jack,,,,,,,editField
113,17,2019-10-21 00:31:26.902,vleno,Excel,copyCell,,Brown,StudentRecords.xlsx,Sheet1,B18,,,,,Brown,,,,,,,copyCell
113,17,2019-10-21 00:31:28.568,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,Brown,,,,,INPUT,text,SingleLine,Jack ,,,,,,,paste
113,17,2019-10-21 00:31:28.849,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,SingleLine,Jack Brown,,,,,,,editField
113,17,2019-10-21 00:31:31.788,vleno,Excel,getCell,,,StudentRecords.xlsx,Sheet1,C19,,,,,21/05/1996,,,,,,,getCell
114,17,2019-10-21 00:31:31.852,vleno,Excel,copyCell,,09/03/1998,StudentRecords.xlsx,Sheet1,C18,,,,,09/03/1998,,,,,,,copyCell
114,17,2019-10-21 00:31:34.294,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,09/03/1998,,,Date-date,hasDatepicker,INPUT,text,date,,,,,,,,paste
114,17,2019-10-21 00:31:37.604,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,Date-date,hasDatepicker,INPUT,text,date,09-03-1998,,,,,,,editField
115,17,2019-10-21 00:31:40.066,vleno,Excel,copyCell,,+61 074 503 4635,StudentRecords.xlsx,Sheet1,D18,,,,,+61 074 503 4635,,,,,,,copyCell
115,17,2019-10-21 00:31:42.168,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,+61 074 503 4635,,,PhoneNumber,,INPUT,text,countrycode,,,,,,,,paste
115,17,2019-10-21 00:31:47.250,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,PhoneNumber,,INPUT,text,countrycode,074-503-4635,,,,,,,editField
116,17,2019-10-21 00:31:49.471,vleno,Excel,copyCell,,jbrown@gmail.com,StudentRecords.xlsx,Sheet1,E18,,,,,jbrown@gmail.com,,,,,,,copyCell
116,17,2019-10-21 00:31:51.153,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,jbrown@gmail.com,,,,,INPUT,text,Email,,,,,,,,paste
116,17,2019-10-21 00:31:51.466,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Email,jbrown@gmail.com,,,,,,,editField
117,17,2019-10-21 00:31:53.654,vleno,Excel,copyCell,,Australia,StudentRecords.xlsx,Sheet1,F18,,,,,Australia,,,,,,,copyCell
117,17,2019-10-21 00:31:55.217,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,Australia,,,,,INPUT,text,SingleLine1,,,,,,,,paste
117,17,2019-10-21 00:31:55.538,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,SingleLine1,Australia,,,,,,,editField
118,17,2019-10-21 00:31:57.857,vleno,Excel,copyCell,,"14 The Bend, Port Melbourne, VIC 3207, Australia",StudentRecords.xlsx,Sheet1,G18,,,,,"14 The Bend, Port Melbourne, VIC 3207, Australia",,,,,,,copyCell
118,17,2019-10-21 00:31:59.609,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"14 The Bend, Port Melbourne, VIC 3207, Australia",,,,,INPUT,text,Address_AddressLine1,,,,,,,,paste
118,17,2019-10-21 00:32:03.234,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_AddressLine1,14 The Bend,,,,,,,editField
118,17,2019-10-21 00:32:03.521,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"14 The Bend, Port Melbourne, VIC 3207, Australia",,,,,INPUT,text,Address_City,,,,,,,,paste
118,17,2019-10-21 00:32:09.162,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_City,Port Melbourne,,,,,,,editField
118,17,2019-10-21 00:32:10.025,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"14 The Bend, Port Melbourne, VIC 3207, Australia",,,,,INPUT,text,Address_Region,,,,,,,,paste
118,17,2019-10-21 00:32:14.705,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_Region,VIC,,,,,,,editField
118,17,2019-10-21 00:32:15.601,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"14 The Bend, Port Melbourne, VIC 3207, Australia",,,,,INPUT,text,Address_ZipCode,,,,,,,,paste
118,17,2019-10-21 00:32:20.482,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_ZipCode,3207,,,,,,,editField
118,17,2019-10-21 00:32:23.240,vleno,Chrome,clickButton[submit],https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,fmSmtButton submitColor disabledSubmitButtom,BUTTON,submit,,submit,Submit,,,,,\n<em>Submit</em>\n,clickButton[submit]
118,18,2019-10-21 00:32:27.562,vleno,Chrome,clickLink,https://forms.zoho.com/universityofmelbourne/form/NewRecord/thankyou,,,,,,A,,,,Add another response.,,/universityofmelbourne/form/NewRecord,,," \n<em class=""liveAddIcon flLeft""></em>\n<b>Add another response.</b>\n<div class=""clearBoth""></div>",clickLink
119,18,2019-10-21 00:32:34.385,vleno,Excel,copyCell,,Cristina,StudentRecords.xlsx,Sheet1,A19,,,,,Cristina,,,,,,,copyCell
119,18,2019-10-21 00:32:37.274,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,Cristina,,,,,INPUT,text,SingleLine,,,,,,,,paste
119,18,2019-10-21 00:32:37.746,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,SingleLine,Cristina,,,,,,,editField
120,18,2019-10-21 00:32:42.140,vleno,Excel,copyCell,,Esposito,StudentRecords.xlsx,Sheet1,B19,,,,,Esposito,,,,,,,copyCell
120,18,2019-10-21 00:32:44.303,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,Esposito,,,,,INPUT,text,SingleLine,Cristina ,,,,,,,paste
120,18,2019-10-21 00:32:44.649,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,SingleLine,Cristina Esposito,,,,,,,editField
121,18,2019-10-21 00:32:46.893,vleno,Excel,copyCell,,21/05/1996,StudentRecords.xlsx,Sheet1,C19,,,,,21/05/1996,,,,,,,copyCell
121,18,2019-10-21 00:32:48.394,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,21/05/1996,,,Date-date,hasDatepicker,INPUT,text,date,,,,,,,,paste
121,18,2019-10-21 00:32:52.112,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,Date-date,hasDatepicker,INPUT,text,date,21-05-1996,,,,,,,editField
122,18,2019-10-21 00:32:54.527,vleno,Excel,copyCell,,+61 031 450 9254,StudentRecords.xlsx,Sheet1,D19,,,,,+61 031 450 9254,,,,,,,copyCell
122,18,2019-10-21 00:32:56.889,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,+61 031 450 9254,,,PhoneNumber,,INPUT,text,countrycode,,,,,,,,paste
122,18,2019-10-21 00:33:02.353,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,PhoneNumber,,INPUT,text,countrycode,031-450-9254,,,,,,,editField
123,18,2019-10-21 00:33:04.925,vleno,Excel,copyCell,,cesposito@gmail.com,StudentRecords.xlsx,Sheet1,E19,,,,,cesposito@gmail.com,,,,,,,copyCell
123,18,2019-10-21 00:33:06.993,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,cesposito@gmail.com,,,,,INPUT,text,Email,,,,,,,,paste
123,18,2019-10-21 00:33:07.386,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Email,cesposito@gmail.com,,,,,,,editField
124,18,2019-10-21 00:33:09.411,vleno,Excel,copyCell,,Italy,StudentRecords.xlsx,Sheet1,F19,,,,,Italy,,,,,,,copyCell
124,18,2019-10-21 00:33:11.065,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,Italy,,,,,INPUT,text,SingleLine1,,,,,,,,paste
124,18,2019-10-21 00:33:11.394,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,SingleLine1,Italy,,,,,,,editField
125,18,2019-10-21 00:33:13.765,vleno,Excel,copyCell,,"128 Farrell St, Port Melbourne, VIC 3207, Australia",StudentRecords.xlsx,Sheet1,G19,,,,,"128 Farrell St, Port Melbourne, VIC 3207, Australia",,,,,,,copyCell
125,18,2019-10-21 00:33:15.633,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"128 Farrell St, Port Melbourne, VIC 3207, Australia",,,,,INPUT,text,Address_AddressLine1,,,,,,,,paste
125,18,2019-10-21 00:33:18.611,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_AddressLine1,128 Farrell St,,,,,,,editField
125,18,2019-10-21 00:33:19.401,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"128 Farrell St, Port Melbourne, VIC 3207, Australia",,,,,INPUT,text,Address_City,,,,,,,,paste
125,18,2019-10-21 00:33:25.642,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_City,Port Melbourne,,,,,,,editField
125,18,2019-10-21 00:33:26.353,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"128 Farrell St, Port Melbourne, VIC 3207, Australia",,,,,INPUT,text,Address_Region,,,,,,,,paste
125,18,2019-10-21 00:33:31.297,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_Region,VIC,,,,,,,editField
125,18,2019-10-21 00:33:32.145,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"128 Farrell St, Port Melbourne, VIC 3207, Australia",,,,,INPUT,text,Address_ZipCode,,,,,,,,paste
125,18,2019-10-21 00:33:36.762,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_ZipCode,3207,,,,,,,editField
125,18,2019-10-21 00:33:40.561,vleno,Chrome,clickCheckbox,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,DecisionBox,,INPUT,checkbox,DecisionBox,on,,True,,,,,clickCheckbox
125,18,2019-10-21 00:33:40.562,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,DecisionBox,,INPUT,checkbox,DecisionBox,on,,True,,,,,editField
125,18,2019-10-21 00:33:41.136,vleno,Chrome,clickButton[submit],https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,fmSmtButton submitColor disabledSubmitButtom,BUTTON,submit,,submit,Submit,,,,,\n<em>Submit</em>\n,clickButton[submit]
126,18,2019-10-21 00:33:46.324,vleno,Excel,copyCell,,Amelia,StudentRecords.xlsx,Sheet1,A20,,,,,Amelia,,,,,,,copyCell
126,19,2019-10-21 00:33:47.875,vleno,Chrome,clickLink,https://forms.zoho.com/universityofmelbourne/form/NewRecord/thankyou,,,,,,A,,,,Add another response.,,/universityofmelbourne/form/NewRecord,,," \n<em class=""liveAddIcon flLeft""></em>\n<b>Add another response.</b>\n<div class=""clearBoth""></div>",clickLink
126,19,2019-10-21 00:33:49.960,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,Amelia,,,,,INPUT,text,SingleLine,,,,,,,,paste
126,19,2019-10-21 00:33:50.312,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,SingleLine,Amelia,,,,,,,editField
127,19,2019-10-21 00:33:52.810,vleno,Excel,copyCell,,Wilson,StudentRecords.xlsx,Sheet1,B20,,,,,Wilson,,,,,,,copyCell
127,19,2019-10-21 00:33:54.672,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,Wilson,,,,,INPUT,text,SingleLine,Amelia ,,,,,,,paste
127,19,2019-10-21 00:33:54.913,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,SingleLine,Amelia Wilson,,,,,,,editField
128,19,2019-10-21 00:33:57.034,vleno,Excel,copyCell,,25/06/1993,StudentRecords.xlsx,Sheet1,C20,,,,,25/06/1993,,,,,,,copyCell
128,19,2019-10-21 00:33:58.409,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,25/06/1993,,,Date-date,hasDatepicker,INPUT,text,date,,,,,,,,paste
128,19,2019-10-21 00:34:01.781,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,Date-date,hasDatepicker,INPUT,text,date,25-06-1993,,,,,,,editField
